Product;Synonym
Tucho de Válvula;tapa válvula, lifter, elevador de válvula;sim
Tulipa do Câmbio;junta de transmissão, junta homocinética, articulação tripóide;sim
Turbina;rotor da turbina, impulsor da turbina, roda da turbina;sim
União Entre o Para-lama;conexão entre o para-lama, junção entre o para-lama, acoplamento entre o para-lama;sim
Unidade Injetora;módulo injetor, unidade de injeção, central de injeção;sim
Válvula de Alívio da Turbina;válvula de descarga da turbina, válvula de alívio de pressão da turbina, válvula de pressão de escape da turbina;sim
Válvula de Buzina;trombeta, sirene, corneta;sim
Válvula de Controle de Pressão da Turbina;válvula reguladora de pressão da turbina, válvula de controle de pressão do turbo, válvula de controle de pressão do turbocompressor;sim
Válvula de Inspeção do Filtro de Ar;válvula de verificação do filtro de ar, válvula de controle do filtro de ar, válvula de inspeção do elemento do filtro de ar;sim
Válvula de Pressão da Turbina;válvula reguladora de pressão da turbina, válvula de controle de pressão da turbina, válvula de controle de pressão do turbo;sim
Válvula de Prioridade da Turbina;válvula de descarga de pressão da turbina, válvula de prioridade do turbo, válvula de alívio prioritário da turbina;sim
Válvula do Dreno do Filtro de Ar;válvula de drenagem do filtro de ar, válvula de dreno do elemento do filtro de ar, válvula de liberação de ar do filtro de ar;sim
Válvula do Radiador de Óleo;válvula de alívio do radiador de óleo, válvula de controle de temperatura do radiador de óleo, válvula de regulação de fluxo do radiador de óleo;sim
Válvula EGR;válvula de recirculação dos gases de escape, válvula de exaustão recirculada, válvula de recirculação de gases de escape;sim
Válvula Reguladora de Pressão da Turbina;válvula de controle de pressão da turbina, válvula de alívio de pressão da turbina, válvula de regulação de pressão do turbo;sim
Válvula Solenóide da Buzina Ar;válvula solenóide do sinal de ar da buzina, válvula solenóide do acionamento de ar da buzina, válvula solenóide de controle de ar da buzina;sim
Válvula Solenoíde da Turbina;válvula solenóide de controle da turbina, válvula solenóide de controle de pressão da turbina, válvula solenóide de controle do turbo;sim
Válvula Termostática;válvula de controle de temperatura, válvula de regulação de temperatura, válvula de termostato;sim
Varão de Engate;haste de engate, vareta de engate, barra de engate;sim
Varão do Trambulador;haste do trambulador, vareta do trambulador, barra do trambulador;sim
Vareta;haste, vara, barra;sim
Vareta de Válvula;haste de válvula, vara de válvula, barra de válvula;sim
Vareta do Tucho;haste do tucho, vara do tucho, barra do tucho;sim
Vareta para Antena;haste para antena, vara para antena, barra para antena;sim
Vareta para Antena de Rádio;haste para antena de rádio, vara para antena de rádio, barra para antena de rádio;sim
Vedação da Carcaça da Válvula Termotática;anel de vedação da carcaça da válvula termostática, junta da carcaça da válvula termostática, gaxeta da carcaça da válvula termostática;sim
Vedação da Grade Lateral;anel de vedação da grade lateral, junta da grade lateral, gaxeta da grade lateral;sim
Vedação da Porca do Eixo da Bandeja;anel de vedação da porca do eixo da bandeja, junta da porca do eixo da bandeja, gaxeta da porca do eixo da bandeja;sim
Vedação do Acoplamento;anel de vedação do acoplamento, junta do acoplamento, gaxeta do acoplamento;sim
Vedação do Pedal do Acelerador;anel de vedação do pedal do acelerador, junta do pedal do acelerador, gaxeta do pedal do acelerador;sim
Vedador Borracha do Cárter;anel de vedação de borracha do cárter, junta de borracha do cárter, gaxeta de borracha do cárter;sim
Vedador da Eletrobomba;anel de vedação da eletrobomba, junta da eletrobomba, gaxeta da eletrobomba;sim
Vedador da Tampa do Radiador;anel de vedação da tampa do radiador, junta da tampa do radiador, gaxeta da tampa do radiador;sim
Vedador do Anti-Chamas;anel de vedação do anti-chamas, junta do anti-chamas, gaxeta do anti-chamas;sim
Vedador do Bloco do Motor;anel de vedação do bloco do motor, junta do bloco do motor, gaxeta do bloco do motor;sim
Vedador do Bocal do Carburador;anel de vedação do bocal do carburador, junta do bocal do carburador, gaxeta do bocal do carburador;sim
Vedador do Gargalo do Reservatório de Partida Frio;anel de vedação do gargalo do reservatório de partida frio, junta do gargalo do reservatório de partida frio, gaxeta do gargalo do reservatório de partida frio;sim
Vedador do Gargalo do Tanque;anel de vedação do gargalo do tanque, junta do gargalo do tanque, gaxeta do gargalo do tanque;sim
Vedador do Motor de Partida Frio;anel de vedação do motor de partida frio, junta do motor de partida frio, gaxeta do motor de partida frio;sim
Vedador do Radiador;anel de vedação do radiador, junta do radiador, gaxeta do radiador;sim
Vedador do Respiro do Câmbio;anel de vedação do respiro do câmbio, junta do respiro do câmbio, gaxeta do respiro do câmbio;sim
Vedador do Sensor do Reservatório D'água;anel de vedação do sensor do reservatório d'água, junta do sensor do reservatório d'água, gaxeta do sensor do reservatório d'água;sim
Vedador dos Bicos Injetores;anel de vedação dos bicos injetores, junta dos bicos injetores, gaxeta dos bicos injetores;sim
Vela Aquecedora;vela de pré-aquecimento, vela de incandescência, vela de aquecimento;sim
Vela de Ignição;vela de faísca, vela de chama;sim
Veneno da Cuíca de Freio;fluido de freio, óleo de freio, líquido de freio;sim
Ventilador;hélice do radiador, ventoinha, rotor do radiador;sim
Virabrequim;árvore de manivelas, eixo de manivelas, árvore de bielas;sim
Viseira Tapa Sol;palas tapa sol, visor tapa sol, protetor solar de para-brisa;sim
Acabamento da Moldura;moldura decorativa, revestimento de moldura, detalhe de acabamento;não
Acabamento de Roda;acabamento de roda, calota, capa de roda;não
Adaptador de Soquete;conversor de encaixe, adaptador para encaixe de soquete, redutor de encaixe;não
Adaptador para Antena;conector de antena, adaptador de sinal, conversor de antena;não
Adaptador para Ipod;adaptador para dispositivos apple, adaptador de conexão para ipod, adaptador de áudio para ipod;não
Adaptador para Soquete;conversor de encaixe, adaptador de encaixe de soquete, redutor de encaixe;não
Adaptador Y da Mangueira do Reservatório;conector em y, adaptador em t, conexão em y;não
Adesivo;cola, adesivo, aderente, fixador, selador;não
Adesivo Araldite;araldite original, resina epóxi, cola epóxi;não
Adesivo Cola Parachoque;cola para carroceria;não
Adesivo Cola Veda Escapamento;adesivo para escapamento;não
Adesivo em Spray;spray adesivo, cola em aerossol, adesivo em lata;não
Adesivo Fixa Espelho;adesivo para espelho, cola para vidro;não
Adesivo Instantâneo;super bonder, cola instantânea, adesivo cianoacrilato;não
Adesivo Junta Motor de Alta Temperatura;cola de alta temperatura para motor, adesivo para vedação de motor, cola para junta de cabeçote;não
Adesivo Multi Vedante;adesivo selante, cola vedante, selante multiuso;não
Adesivo para Artesanato;cola para artesanato, adesivo para papel, cola para scrapbook;não
Adesivo Silicone;cola de silicone, adesivo de silicone, selante de silicone;não
Adesivo Veda Escape;adesivo para escapamento, cola para vedação de metais;não
Aditivo Anticorrosivo;aditivo de proteção para radiador, aditivo para evitar corrosão, aditivo anticorrosivo;não
Aditivo Anticorrosivo para Motor Diesel;aditivo inibidor de corrosão para diesel, aditivo protetor anticorrosivo para motor a diesel, aditivo antioxidante para motor diesel;não
Aditivo Condicionador Metais;aditivo protetor para metais, aditivo para melhorar desempenho de metais, aditivo para conservação de metais;não
Aditivo de Combustível;aditivo de gasolina, aditivo para diesel, aditivo para combustível;não
Aditivo de Diesel Agroprotetivo;aditivo protetor agropecuário para diesel, aditivo agroquímico para diesel, aditivo de proteção ambiental para diesel;não
Aditivo de Limpeza Interna para Motor;aditivo para limpeza de motor, aditivo detergente para motor, aditivo para remoção de resíduos no motor;não
Aditivo de Motor para Limpeza Interna;aditivo para limpeza interna do motor, aditivo para desobstrução de canalizações no motor, aditivo para remoção de incrustações no motor;não
Aditivo de Radiador;aditivo para arrefecimento, aditivo para sistema de arrefecimento, aditivo para líquido de arrefecimento;não
Aditivo de Radiador Antiferrugem;aditivo para evitar ferrugem no radiador, aditivo antiferrugem para radiador, aditivo de proteção para radiador;não
Aditivo de Radiador Antirust;aditivo para radiador antiferrugem, aditivo antirust para radiador, aditivo de proteção para radiador;não
Aditivo de Radiador Concentrado;aditivo concentrado para radiador, aditivo de alta concentração para radiador, aditivo para radiador puro;não
Aditivo Diluído para Radiador;aditivo para radiador pronto para uso, aditivo de baixa concentração para radiador, aditivo para radiador já diluído;não
Aditivo Kit Arrefecimento;kit com aditivos para arrefecimento, kit com soluções para radiador, kit para manutenção do sistema de arrefecimento;não
Aditivo Limpa Parabrisa;aditivo para lavagem de vidros, limpa vidros concentrado, solução para limpeza de para-brisa;não
Aditivo Limpa Radiador;aditivo para limpeza do radiador, aditivo para remoção de impurezas do radiador, aditivo de limpeza para arrefecimento;não
Aditivo Limpeza Interna;aditivo para limpeza do motor interno, aditivo para remoção de depósitos no motor, aditivo para limpeza de resíduos no motor;não
Aditivo para Câmbio;aditivo para transmissão, aditivo para lubrificação de câmbio, aditivo para redução de atrito em câmbio;não
Aditivo para Limpeza Interna do Motor;aditivo para limpeza do interior do motor, aditivo para remoção de carbonização no motor, aditivo para descontaminação do motor ;não
Aditivo para Motor;aditivo para melhorar desempenho do motor, aditivo para proteção de motor, aditivo para redução de emissões em motor;não
Aditivo para Motor a Diesel;aditivo para melhorar performance em motor diesel, aditivo para proteção de motor a diesel, aditivo para redução de emissões em motor diesel;não
Aditivo para Motor Corretivo;aditivo para correção de problemas no motor, aditivo para recuperação de motor, aditivo para restauração de motor;não
Aditivo para Óleo de Câmbio;aditivo para lubrificação de câmbio, aditivo para proteção de câmbio, aditivo para redução de desgaste em câmbio;não
Aditivo para Óleo de Motor;aditivo para melhorar desempenho do óleo de motor, aditivo para proteção de óleo de motor, aditivo para redução de emissões no óleo de motor;não
Aditivo para Radiador;aditivo para manutenção do radiador, aditivo para o sistema de arrefecimento, aditivo para o líquido do radiador;não
Aditivo para Tratamento de Motores Diesel;aditivo para tratamento de motor diesel, aditivo para manutenção de motor diesel, aditivo para proteção de motor diesel;não
Aditivo para Veículos Bicombustíveis;aditivo para etanol, aditivo para gasolina, aditivo para veículos flex;não
Aditivo Stop Leak;aditivo para vedação de vazamentos, aditivo para reparo de vazamentos, aditivo para selagem de vazamentos;não
Aditvo para Óleo de Motor;aditivo para melhorar desempenho do óleo de motor, aditivo para proteção de óleo de motor, aditivo para redução de emissões;não
Água Desmineralizada;água para bateria, solução para bateria, solução desmineralizada, água destilada, água purificada, água desionizada;não
Alavanca para Chave de Roda;prolongador de chave de roda, extensor de chave de roda, barra de apoio para chave de roda;não
Álcool Aerosol;spray de álcool, aerossol de álcool, atomizador de álcool;não
Álcool Automotivo Spray;spray de álcool automotivo, aerossol de álcool automotivo, atomizador de álcool automotivo;não
Álcool em Gel Antisséptico;gel antisséptico à base de álcool, gel higienizador de mãos, gel desinfetante de mãos;não
Álcool Gel;gel de álcool, gel antisséptico, gel desinfetante;não
Álcool Gel para as Mãos;gel de álcool para as mãos, gel antisséptico para as mãos, gel desinfetante para as mãos;não
Alicate Bomba D'Água;chave d'água, chave para bomba, pinça d'água;não
Alicate com Trava Serrote;alicate serrilhado, alicate com serrilha, pinça de serrilhar;não
Alicate Corta Arame;alicate de corte de arame, pinça cortadora de fio, alicate para cortar arame;não
Alicate Corte;alicate de corte, pinça de corte, alicate cortador;não
Alicate Corte Cabo Coaxial;alicate cortador de cabo coaxial, pinça de corte para cabo coaxial, alicate para corte de cabo coaxial;não
Alicate Corte Diagonal;alicate de corte diagonal, pinça de corte em diagonal, alicate para corte diagonal;não
Alicate Corte Frontal;alicate de corte frontal, pinça de corte frontal, alicate para corte frontal;não
Alicate Crimpador Cabo de Rede;pinça crimpadora de cabo de rede, tenazinha para crimpar cabo de rede, crimpador de cabo de rede, crimpador;não
Alicate Crimpador para Cabo Coaxial;alicate crimpador de cabo coaxial, pinça para crimpagem de cabo coaxial, alicate para crimpagem de cabo coaxial;não
Alicate da Trava da Homocinética;alicate para trava de homocinética, pinça para trava de homocinética, alicate para segurar homocinética;não
Alicate de Balanceamento de Rodas;alicate para balanceamento de rodas, pinça para balancear rodas, alicate para balanceamento de pneus;não
Alicate de Bico Chato;alicate com bico chato, pinça de bico chato, alicate de ponta chata;não
Alicate de Bico Meia Cana;alicate com bico meia-cana, pinça de bico meia-cana, alicate de ponta curvada;não
Alicate de Bico Redondo;alicate com bico redondo, pinça de bico redondo, alicate de ponta arredondada;não
Alicate de Corte;alicate de corte, pinça de corte, alicate cortador;não
Alicate de Corte Diagonal;alicate de corte diagonal, pinça de corte em diagonal, alicate para corte diagonal;não
Alicate de Pressão;alicate de pressão, pinça de pressão, torno de pressão;não
Alicate de Pressão Bico Curvo;alicate de pressão com bico curvo, pinça de pressão de ponta curvada, torno de pressão com bico curvo;não
Alicate Descascador de Fios;alicate decapador de fios, pinça para decapar fios, alicate para remover isolamento de fios;não
Alicate Desencapador de Cabo Coaxial;alicate decapador de cabo coaxial, pinça para decapar cabo coaxial, alicate para remover isolamento de cabo coaxial;não
Alicate Desencapador de Fios;alicate decapador de fios, pinça para decapar fios, alicate para remover isolamento de fios;não
Alicate Fixador de Ilhoses;alicate para fixar ilhoses, pinça para colocar ilhós;não
Alicate Mini Bico Cana;pinça mini bico cana, tenazinha mini bico cana;não
Alicate Mini Corte Diagonal;pinça mini corte diagonal, tenazinha mini corte diagonal;não
Alicate Mini Universal;pinça mini universal, tenazinha mini universal;não
Alicate para Abraçadeiras;pinça para abraçadeiras, tenazinha para abraçadeiras;não
Alicate para Anéis;pinça para anéis, tenazinha para anéis;não
Alicate para Anel e Trava Anti-Furto de Câmbio;pinça para anel e trava anti-furto de câmbio, tenazinha para anel e trava anti-furto de câmbio;não
Alicate para Cortar Arame;pinça para cortar arame, tenazinha para cortar arame;não
Alicate para Terminais;pinça para terminais, tenazinha para terminais;não
Alicate para Terminal;pinça para terminal, tenazinha para terminal;não
Alicate para Travas do Tipo Engate Rápido;pinça para travas do tipo engate rápido, tenazinha para travas do tipo engate rápido;não
Alicate Pressão;pinça de pressão, tenazinha de pressão;não
Alicate Profissional para Cortar;pinça profissional para cortar, tenazinha profissional para cortar, alicate para corte profissional;não
Alicate Rebitador;pinça rebitadora, tenazinha rebitadora, alicate para rebite;não
Alicate Universal;pinça universal, tenazinha universal;não
Alicate Vazador;pinça vazador, tenazinha vazador;não
Alojamento da Válvula Termostática;caixa da válvula termostática, carcaça da válvula termostática, suporte da válvula termostática;não
Alto-Falante;caixa acústica, falante, speaker;não
Alto-Falante Quadriaxial;falante quadruplo, sistema de 4 vias, alto-falante de 4 cones;não
Alto-Falante Triaxial;falante triplo, sistema de 3 vias, alto-falante de 3 cones;não
Alto-Falantes;caixas acústicas, falantes, speakers;não
Antena;receptor, captação de sinal, transmissor;não
Antena Caminhão;antena para veículo de carga, antena automotiva, antena para caminhão;não
Antena de Teto;antena de teto automotivo, antena externa do veículo;não
Antena Decorativa;antena de design, antena estética, antena ornamental;não
Antena Especial;antena customizada, antena personalizada;não
Antena Interna;antena para uso interno, antena para ambientes internos, antena indoor;não
Antena Interna para Tv Digital;antena interna de tv, antena para recepção de sinal digital, antena para tv indoor;não
Antena Móvel;antena portátil, antena para uso em movimento, antena para veículo;não
Antena New Shark;antena tubarão, antena shark, antena nova tubarão;não
Antena para Parabrisa;antena para pára-brisa, antena veicular para-brisa, antena para automóveis;não
Antena para Rádio;antena fm, antena para recepção de rádio, antena de rádio fm;não
Antena para Tv;antena de tv, antena para recepção de sinal de tv, antena de tv digital;não
Antena Shark;antena em forma de tubarão, antena shark fin, antena com formato de barbatana de tubarão, antena tubarão;não
Antena Sport Tubarão;antena tubarão esportiva, antena tubarão para carros esportivos, antena tubarão automotiva;não
Antena Teto Decorativa;antena decorativa para teto, antena estética para telhado, antena decorativa para teto veicular;não
Antena Vareta;antena telescópica, antena de haste, antena de vara;não
Anti Respingo para Solda;anti respingo de solda, anti respingo para soldagem, spray anti respingo para solda;não
Anti-Embaçante;antiembaçante para vidros, repelente de água para vidros, solução antifog;não
Aparelho Aromatizador;difusor de aroma, dispositivo de aromatização, aromatizador eletrônico;não
Aparelho de Som;sistema de áudio, equipamento de som, sistema sonoro;não
Aparelho de Som Mp3;reprodutor de música mp3, player mp3, dispositivo de áudio mp3;não
Aparelho de Som Mp4;reprodutor de música mp4, player mp4, dispositivo de áudio mp4;não
Aparelho de Som Rádio;rádio automotivo, rádio de carro, aparelho de rádio;não
Aplicador de Silicone;aplicador de massa de silicone, aplicador de selante, aplicador de vedante;não
Araldite;adesivo araldite, resina epóxi, cola epóxi;não
Aromatizador Ambiente;aromatizador de ambiente, difusor de fragrância, perfumador de ambiente;não
Aromatizante;fragrância, perfume de ambiente, essência aromática;não
Aromatizante Aerossol;spray aromatizante, aromatizador em spray, desodorizador de ambientes em aerossol;não
Aromatizante Anti Tabaco;neutralizador de odor de cigarro, aromatizante antifumo, desodorizador para ambientes com cheiro de tabaco;não
Aromatizante Cheirinho;aromatizante perfumado, fragrância aromática, aroma suave;não
Aromatizante com Aroma;aromatizante perfumado, fragrância aromática, aroma suave;não
Aromatizante de Ambiente;aromatizador de ambiente, perfumador de ambiente, difusor de aroma para ambientes;não
Aromatizante em Gel;aromatizador em gel, perfumador em gel, difusor de fragrância em gel;não
Aromatizante Folhinha;aromatizador de folhinha, perfumador em folhinha, difusor de fragrância em papel;não
Aromatizante Gel;aromatizador em gel, perfumador em gel, difusor de fragrância em gel;não
Aromatizante Miniatura;fragrância em tamanho pequeno, perfume em versão mini, essência compacta;não
Aromatizante Natuar;fragrância natural, perfume botânico, essência orgânica;não
Aromatizante para Climatizador;fragrância para ar condicionado, perfume para ar refrigerado, essência para climatização;não
Aromatizante Refil;recarga de fragrância, reposição de perfume, refil de essência;não
Aromatizante Sachê;perfume em saquinho, fragrância em bolsinha, essência em sachê;não
Aromatizante Spray;perfume em spray, fragrância em pulverizador, essência em aerossol;não
Aromatizante Stop;perfume neutralizador, fragrância eliminadora, essência bloqueadora;não
Aromatizante Tira Cheiro;fragrância que elimina odores, perfume que neutraliza cheiros, essência que tira maus odores;não
Arruela Cônica de Pressão de Roda;arruela cônica de roda, arruela de pressão de roda, arruela de roda;não
Aspirador de Pó;coletor de pó, equipamento de limpeza, máquina de aspiração;não
Aspirador de Pó Portátil;coletor de pó portátil, equipamento de limpeza portátil, máquina de aspiração portátil;não
Auto Silicone Gel;gel de silicone, pasta de silicone, silicone em bisnaga;não
Avental para Ferramentas;avental para trabalho, colete porta-ferramentas, colete multi-bolsos;não
Barreira Pet;grade de segurança para pets, portão para animais, cerca para cães;não
Bastão de Cola Quente;cola quente, bastão de cola, adesivo termoplástico;não
Baú para Ferramentas;caixa baú para ferramentas, maleta baú para ferramentas, baú organizador para ferramentas;não
Bico de Roda;extremidade da roda, bocal da roda, bico para inflar pneu;não
Bico do Pneu;extremidade do pneu, bocal do pneu, bico para inflar roda;não
Bico Roda;extremidade da roda, bocal da roda, bico para inflar pneu;não
Bisnaga de Silicone em Gel;renovador de painel, revitalizador de painel de carro, revitalizador de plástico;não
Bolsa Multiuso;bolsa versátil, bolsa multifuncional, bolsa para múltiplas finalidades;não
Bolsa para Ferramenta;bolsa porta-ferramentas, bolsa organizadora para ferramentas, bolsa para carregar ferramentas;não
Brilho para Pneus;pneu pretinho, brilho molhado, brilho gel;não
Bucha da Coluna ;bucha de suspensão, bucha de fixação, bucha de borracha;não
Bucha de Fixação do Parachoque;bucha de fixação do para-choque, bucha de proteção, bucha de amortecimento;não
Cabo Alimentação Rádio ;cabo de alimentação para rádio, cabo de força para rádio, cabo de energia para rádio;não
Cabo Articulado para Encaixe;cabo flexível para soquetes, cabo articulado para soquetes, cabo giratório para encaixe de soquete;não
Cabo Automotivo Flexível;cabo flexível para carros, cabo de ligação automotivo flexível, cabo elétrico flexível para automóveis;não
Cabo Auxiliar P2;cabo de áudio p2 auxiliar, cabo p2 para entrada auxiliar, cabo para conexão de áudio p2, cabo auxiliar;não
Cabo Blindado;cabo com blindagem, cabo de áudio blindado, cabo de dados blindado;não
Cabo Blindado RCA;cabo com blindagem rca, cabo de áudio blindado rca, cabo de vídeo blindado rca;não
Cabo Coaxial;cabo coax, cabo de sinal, cabo de transmissão;não
Cabo de Aço para Catraca;cabo de aço com catraca, cabo de aço para tensionamento, cabo de aço com trava;não
Cabo de Áudio;cabo para áudio, cabo para som, cabo de ligação de áudio;não
Cabo de Extensão para Antena de Teto;cabo para antena de teto, cabo extensor, cabo prolongador;não
Cabo de Fio Pararelo;cabo paralelo, cabo de fio duplo, cabo elétrico paralelo;não
Cabo de Fio Pararelo para Alto-Falantes;cabo para alto-falantes, cabo de áudio paralelo para caixas de som, cabo para conexão de alto-falantes;não
Cabo de Fio Pararelo para Caixa Selada;cabo de fio paralelo para caixa acústica, cabo de fio paralelo para subwoofer, cabo de ligação para caixa selada;não
Cabo de Força;cabo de alimentação, cabo de energia, cabo de eletricidade;não
Cabo de Força para Soquetes;cabo de alimentação para soquetes, cabo elétrico para soquetes, cabo de energia para soquetes;não
Cabo de Interface para Ipod;cabo de conexão para ipod, cabo de interface para iphone, cabo de ligação para ipod;não
Cabo de Nylon Micro Usb;cabo de nylon para micro usb, cabo de carregamento micro usb, cabo micro usb reforçado;não
Cabo Duplo;cabo bifilar, cabo para som estéreo, cabo de ligação dupla;não
Cabo Espiral Type C;cabo de carregamento espiral tipo c, cabo de dados espiral tipo c, cabo espiral usb tipo c;não
Cabo Extensor USB;cabo de extensão usb, cabo prolongador usb, cabo de aumento usb;não
Cabo Flex;cabo flexível, cabo flexível para som, cabo flexível de energia;não
Cabo Hdmi;cabo de alta definição, cabo de vídeo hdmi, cabo de áudio e vídeo hdmi;não
Cabo Magnético;cabo de conexão magnética, cabo de carga magnética, cabo de dados magnético;não
Cabo Micro Usb;cabo de conexão micro usb, cabo de carregamento micro usb, cabo de dados micro usb;não
Cabo Mini Hdmi;cabo de áudio e vídeo mini hdmi, cabo hdmi pequeno, cabo de conexão mini hdmi;não
Cabo P3 Estéreo;cabo de conexão p2/p3, cabo de áudio p3, cabo de som estéreo;não
Cabo P3 Usb;cabo de conexão p2/p3 usb, cabo de áudio p3 usb, cabo de som estéreo usb;não
Cabo para Engate;cabo para reboque, cabo para tomada de engate, cabo de ligação para engate;não
Cabo para Iphone;cabo de conexão para iphone, cabo de carregamento para iphone, cabo de dados para iphone;não
Cabo para Ipod;cabo de conexão para ipod, cabo de carregamento para ipod, cabo de dados para ipod;não
Cabo para Rádio;cabo de conexão, cabo de áudio, cabo de comunicação;não
Cabo Rca;cabo de áudio rca, cabo de vídeo rca, cabo de conexão rca;não
Cabo Rca Reto;cabo rca linear, cabo de ligação rca reto, cabo rca simples;não
Cabo RCA Y;cabo de áudio e vídeo rca y, cabo de conexão rca divisor, cabo de ligação rca com divisor y;não
Cabo Unifilar;cabo simples, cabo de fio único, cabo monocondutor;não
Cabo Usb;cabo de conexão usb, cabo de carregamento usb, cabo de dados usb;não
Cabo Usb para Iphone;cabo de conexão usb para iphone, cabo de carregamento usb para iphone, cabo de dados usb para iphone;não
Cabo Usb para Mini;cabo de conexão usb para mini, cabo de carregamento usb para mini, cabo de dados usb para mini;não
Cabo Y Rca;cabo de áudio, cabo de som, cabo de sinal;não
Caixa de Ferramenta;caixa para ferramentas, maleta de ferramentas, caixa organizadora de ferramentas;não
Caixa de Ferramenta Baú;baú para ferramentas, caixa organizadora para ferramentas, maleta baú para ferramentas;não
Caixa de Metal;caixa metálica, maleta de metal, baú de meta;não
Caixa para Ferramentas;caixa para guardar ferramentas, caixa organizadora para ferramentas, caixa de ferramentas;não
Caixa para Furadeira;caixa para guardar furadeira, maleta para furadeira, caixa organizadora para ferramentas elétricas;não
Caixa Plástica;caixa de plástico, maleta de plástico, caixa organizadora de plástico;não
Caixa Plástica Organizadora;caixa organizadora de plástico, maleta de plástico com divisórias, caixa para guardar objetos de plástico;não
Caixa Plástica para Furadeira;maleta para furadeira de plástico, caixa para ferramenta elétrica de plástico, caixa organizadora para ferramenta de plástico;não
Calota;calota, cubo de roda, tampa de roda;não
Caneta Tira Riscos;caneta corretiva, caneta de retoque, caneta restauradora;não
Capa de Estepe;Protetor de Pneu, Capa de Roda Sobressalente, Capa de Pneu de Reserva;não
Capa de Proteção do Banco;capa protetora para banco, protetor de banco;não
Capa de Proteção para Banco;capa para banco, capa para bancos, conjunto de capas para bancos;não
Capa de Volante;capa de volante, protetor de volante, cobertura de volante;não
Capa para Banco;capa para bancos, conjunto de capas para bancos;não
Capa para Bico de Pneu;proteção para bico de pneu, cobertura para bocal de pneu, capa para bico de roda;não
Capa para Encosto de Cabeça;protetor de encosto de cabeça, capa protetora para banco, capa de proteção para assento;não
Capa para Manutenção do Mecânico;capa para manutenção do mecânico, capa protetora para mecânico, avental para mecânico;não
Capa Protetora para Banco;capa para bancos, conjunto de capas para bancos;não
Castanha de Roda;porca de roda, rosca de roda, parafuso de roda;não
Catraca Fixa;chave de catraca fixa, catraca de encaixe fixo, chave catraca de posição fixa;não
Catraca Montada;catraca com encaixe montado, chave de catraca montada, catraca de encaixe com suporte;não
Catraca Móvel;chave de catraca móvel, catraca com encaixe móvel, catraca de encaixe articulado;não
Central Multimídia;central de entretenimento, sistema multimídia, unidade principal;não
Central Multimídia;sistema de entretenimento, estação de áudio e vídeo, console multimídia;não
Cera;cera automotiva, cera de carro, cera para pintura;não
Cera em Pasta;cera sólida, cera dura;não
Cera Líquida;cera fluida, cera em spray;não
Cera Massa para Polir;cera líquida, cera polidora, cera para polimento à água, cera de acabamento, cera de lustro;não
Cera Pasta;cera cremosa, cera macia;não
Chave Allen;chave hexagonal, chave sextavada, chave de encaixe hexagonal;não
Chave Biela;chave de braço, chave para motor, chave de biela e manivela;não
Chave Bits Ponta Phillips;chave de fenda phillips, chave de parafuso phillips, chave philips;não
Chave Canhão;chave de boca, chave combinada, chave de encaixe canhão;não
Chave com Cabo Articulado;chave com cabo flexível, chave com cabo giratório, chave com haste articulada;não
Chave com Cabo Emborrachado;chave com cabo emborrachado, chave ergonômica, chave de cabo emborrachado;não
Chave Combinada;chave de boca e estrela, chave de boca e cachimbo, chave de boca dupla;não
Chave de Fenda;chave de fenda, chave de parafusos, chave de cabeça chata;não
Chave de Roda;chave cruz, chave de porca de roda, chave de troca de pneus;não
Chave de Soquete;chave de encaixe, chave de soquete estriada, chave de soquete sextavada;não
Chave de Teste de Polaridade;testador de circuitos, testador de voltagem, testador elétrico;não
Chave de Vela;chave de ignição, chave de velas, chave de vela de ignição;não
Chave Estrela;chave de anel, chave de luva, chave de estriado;não
Chave Extenção para Soquete;extensão para chave de soquete, barra extensora para soquete, cabo extensor para soquete;não
Chave Fixa;chave de boca fixa, chave de anel fixa, chave estriada fixa;não
Chave L;chave de ponta dupla em l, chave de cachimbo em l, chave hexagonal em l;não
Chave para Mandril;chave para mandril, chave de aperto para mandril, chave para broca;não
Chave Philips;chave phillips, chave de parafusos phillips, chave de ponta cruzada;não
Chave Soquete;chave de encaixe, chave de soquete estriada, chave de soquete sextavada;não
Chave Tipo Ninja;chave de catraca, chave inglesa, chave ajustável;não
Chave Torx;chave estrela, chave de encaixe estrela, chave torx estrela;não
Chave Torx;chave de encaixe torx, chave de soquete torx, chave de parafuso torx;não
Cheirinho;fragrância suave, perfume agradável, aroma delicado;não
Chicote;conjunto de fios, feixe de cabos, cablagem;não
Cinta Catraca;cinta com catraca, cinta de amarração com catraca, cinta de aperto com catraca;não
Cinta com Catraca;cinta para amarração de carga, fita de amarração, cinta de fixação;não
Cinta de Amarração;cinta de carga, cinta de fixação de carga, cinta de transporte de carga;não
Cinta de Amarração de Carga;cinta de fixação de carga, cinta de transporte de carga, cinta de aperto de carga;não
Cinta de Carga;cinta com catraca para carga, cinta de amarração com catraca, cinta de fixação de carga com catraca;não
Cinta para Amarração de Carga;corda de elástico, fio de elástico, elástico para fixação;não
Cinta para Carga com Catraca;cordão de elástico aranha, rede elástica, elástico com ganchos;não
Cinturão para Ferramentas;cinto porta-ferramentas, cinto multi-bolsos, cinto organizador de ferramentas;não
Climatizador;Interclima;não
Cola Adesiva;adesivo, cola, adesivo multiuso;não
Cola de Silicone;adesivo de silicone, cola de vedação, selante de silicone;não
